Directory,Id,Test Run ID,Test Case ID,Name,Status,Executed By,Executed End,Application,Module,Requirement,Requirement Name,Defect IDs
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75211,75211,55211,"Procurement end-to-end scenario 211 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1030,Procurement requirement 30,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75212,75212,55212,"Procurement end-to-end scenario 212 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1030,Procurement requirement 30,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75213,75213,55213,"Procurement end-to-end scenario 213 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1030,Procurement requirement 30,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75214,75214,55214,"Procurement end-to-end scenario 214 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1030,Procurement requirement 30,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75215,75215,55215,"Procurement end-to-end scenario 215 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1030,Procurement requirement 30,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75216,75216,55216,"Procurement end-to-end scenario 216 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1030,Procurement requirement 30,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75217,75217,55217,"Procurement end-to-end scenario 217 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1030,Procurement requirement 30,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75218,75218,55218,"Procurement end-to-end scenario 218 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1031,Procurement requirement 31,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75219,75219,55219,"Procurement end-to-end scenario 219 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1031,Procurement requirement 31,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75220,75220,55220,"Procurement end-to-end scenario 220 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1031,Procurement requirement 31,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75221,75221,55221,"Procurement end-to-end scenario 221 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1031,Procurement requirement 31,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75222,75222,55222,"Procurement end-to-end scenario 222 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1031,Procurement requirement 31,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75223,75223,55223,"Procurement end-to-end scenario 223 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1031,Procurement requirement 31,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75224,75224,55224,"Procurement end-to-end scenario 224 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1031,Procurement requirement 31,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75225,75225,55225,"Procurement end-to-end scenario 225 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1032,Procurement requirement 32,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75226,75226,55226,"Procurement end-to-end scenario 226 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1032,Procurement requirement 32,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75227,75227,55227,"Procurement end-to-end scenario 227 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1032,Procurement requirement 32,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75228,75228,55228,"Procurement end-to-end scenario 228 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1032,Procurement requirement 32,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75229,75229,55229,"Procurement end-to-end scenario 229 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1032,Procurement requirement 32,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75230,75230,55230,"Procurement end-to-end scenario 230 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1032,Procurement requirement 32,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75231,75231,55231,"Procurement end-to-end scenario 231 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1032,Procurement requirement 32,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75232,75232,55232,"Procurement end-to-end scenario 232 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1033,Procurement requirement 33,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75233,75233,55233,"Procurement end-to-end scenario 233 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1033,Procurement requirement 33,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75234,75234,55234,"Procurement end-to-end scenario 234 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1033,Procurement requirement 33,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75235,75235,55235,"Procurement end-to-end scenario 235 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1033,Procurement requirement 33,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75236,75236,55236,"Procurement end-to-end scenario 236 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1033,Procurement requirement 33,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75237,75237,55237,"Procurement end-to-end scenario 237 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1033,Procurement requirement 33,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75238,75238,55238,"Procurement end-to-end scenario 238 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1033,Procurement requirement 33,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75239,75239,55239,"Procurement end-to-end scenario 239 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1034,Procurement requirement 34,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75240,75240,55240,"Procurement end-to-end scenario 240 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1034,Procurement requirement 34,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75241,75241,55241,"Procurement end-to-end scenario 241 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1034,Procurement requirement 34,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75242,75242,55242,"Procurement end-to-end scenario 242 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1034,Procurement requirement 34,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75243,75243,55243,"Procurement end-to-end scenario 243 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1034,Procurement requirement 34,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75244,75244,55244,"Procurement end-to-end scenario 244 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1034,Procurement requirement 34,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75245,75245,55245,"Procurement end-to-end scenario 245 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1034,Procurement requirement 34,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75246,75246,55246,"Procurement end-to-end scenario 246 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1035,Procurement requirement 35,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75247,75247,55247,"Procurement end-to-end scenario 247 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1035,Procurement requirement 35,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75248,75248,55248,"Procurement end-to-end scenario 248 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1035,Procurement requirement 35,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75249,75249,55249,"Procurement end-to-end scenario 249 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1035,Procurement requirement 35,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75250,75250,55250,"Procurement end-to-end scenario 250 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1035,Procurement requirement 35,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75251,75251,55251,"Procurement end-to-end scenario 251 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1035,Procurement requirement 35,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75252,75252,55252,"Procurement end-to-end scenario 252 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1035,Procurement requirement 35,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75253,75253,55253,"Procurement end-to-end scenario 253 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1036,Procurement requirement 36,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75254,75254,55254,"Procurement end-to-end scenario 254 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1036,Procurement requirement 36,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75255,75255,55255,"Procurement end-to-end scenario 255 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1036,Procurement requirement 36,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75256,75256,55256,"Procurement end-to-end scenario 256 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1036,Procurement requirement 36,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75257,75257,55257,"Procurement end-to-end scenario 257 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1036,Procurement requirement 36,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75258,75258,55258,"Procurement end-to-end scenario 258 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1036,Procurement requirement 36,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75259,75259,55259,"Procurement end-to-end scenario 259 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1036,Procurement requirement 36,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75260,75260,55260,"Procurement end-to-end scenario 260 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1037,Procurement requirement 37,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75261,75261,55261,"Procurement end-to-end scenario 261 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1037,Procurement requirement 37,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75262,75262,55262,"Procurement end-to-end scenario 262 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1037,Procurement requirement 37,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75263,75263,55263,"Procurement end-to-end scenario 263 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1037,Procurement requirement 37,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75264,75264,55264,"Procurement end-to-end scenario 264 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1037,Procurement requirement 37,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75265,75265,55265,"Procurement end-to-end scenario 265 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1037,Procurement requirement 37,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75266,75266,55266,"Procurement end-to-end scenario 266 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1037,Procurement requirement 37,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75267,75267,55267,"Procurement end-to-end scenario 267 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1038,Procurement requirement 38,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75268,75268,55268,"Procurement end-to-end scenario 268 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1038,Procurement requirement 38,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75269,75269,55269,"Procurement end-to-end scenario 269 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1038,Procurement requirement 38,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75270,75270,55270,"Procurement end-to-end scenario 270 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1038,Procurement requirement 38,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75271,75271,55271,"Procurement end-to-end scenario 271 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1038,Procurement requirement 38,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75272,75272,55272,"Procurement end-to-end scenario 272 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1038,Procurement requirement 38,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75273,75273,55273,"Procurement end-to-end scenario 273 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1038,Procurement requirement 38,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75274,75274,55274,"Procurement end-to-end scenario 274 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1039,Procurement requirement 39,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75275,75275,55275,"Procurement end-to-end scenario 275 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1039,Procurement requirement 39,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75276,75276,55276,"Procurement end-to-end scenario 276 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1039,Procurement requirement 39,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75277,75277,55277,"Procurement end-to-end scenario 277 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1039,Procurement requirement 39,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75278,75278,55278,"Procurement end-to-end scenario 278 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1039,Procurement requirement 39,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75279,75279,55279,"Procurement end-to-end scenario 279 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1039,Procurement requirement 39,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75280,75280,55280,"Procurement end-to-end scenario 280 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1039,Procurement requirement 39,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75281,75281,55281,"Procurement end-to-end scenario 281 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1040,Procurement requirement 40,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75282,75282,55282,"Procurement end-to-end scenario 282 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1040,Procurement requirement 40,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75283,75283,55283,"Procurement end-to-end scenario 283 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1040,Procurement requirement 40,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75284,75284,55284,"Procurement end-to-end scenario 284 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1040,Procurement requirement 40,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75285,75285,55285,"Procurement end-to-end scenario 285 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1040,Procurement requirement 40,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75286,75286,55286,"Procurement end-to-end scenario 286 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1040,Procurement requirement 40,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75287,75287,55287,"Procurement end-to-end scenario 287 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1040,Procurement requirement 40,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75288,75288,55288,"Procurement end-to-end scenario 288 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1041,Procurement requirement 41,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75289,75289,55289,"Procurement end-to-end scenario 289 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1041,Procurement requirement 41,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75290,75290,55290,"Procurement end-to-end scenario 290 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1041,Procurement requirement 41,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75291,75291,55291,"Procurement end-to-end scenario 291 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1041,Procurement requirement 41,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75292,75292,55292,"Procurement end-to-end scenario 292 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1041,Procurement requirement 41,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75293,75293,55293,"Procurement end-to-end scenario 293 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1041,Procurement requirement 41,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75294,75294,55294,"Procurement end-to-end scenario 294 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1041,Procurement requirement 41,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75295,75295,55295,"Procurement end-to-end scenario 295 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1042,Procurement requirement 42,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75296,75296,55296,"Procurement end-to-end scenario 296 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1042,Procurement requirement 42,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75297,75297,55297,"Procurement end-to-end scenario 297 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1042,Procurement requirement 42,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75298,75298,55298,"Procurement end-to-end scenario 298 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1042,Procurement requirement 42,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75299,75299,55299,"Procurement end-to-end scenario 299 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1042,Procurement requirement 42,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75300,75300,55300,"Procurement end-to-end scenario 300 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1042,Procurement requirement 42,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75301,75301,55301,"Procurement end-to-end scenario 301 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1042,Procurement requirement 42,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75302,75302,55302,"Procurement end-to-end scenario 302 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1043,Procurement requirement 43,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75303,75303,55303,"Procurement end-to-end scenario 303 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1043,Procurement requirement 43,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75304,75304,55304,"Procurement end-to-end scenario 304 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1043,Procurement requirement 43,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75305,75305,55305,"Procurement end-to-end scenario 305 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1043,Procurement requirement 43,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75306,75306,55306,"Procurement end-to-end scenario 306 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1043,Procurement requirement 43,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75307,75307,55307,"Procurement end-to-end scenario 307 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1043,Procurement requirement 43,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75308,75308,55308,"Procurement end-to-end scenario 308 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1043,Procurement requirement 43,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75309,75309,55309,"Procurement end-to-end scenario 309 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1044,Procurement requirement 44,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75310,75310,55310,"Procurement end-to-end scenario 310 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1044,Procurement requirement 44,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75311,75311,55311,"Procurement end-to-end scenario 311 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1044,Procurement requirement 44,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75312,75312,55312,"Procurement end-to-end scenario 312 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1044,Procurement requirement 44,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75313,75313,55313,"Procurement end-to-end scenario 313 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1044,Procurement requirement 44,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75314,75314,55314,"Procurement end-to-end scenario 314 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1044,Procurement requirement 44,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75315,75315,55315,"Procurement end-to-end scenario 315 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1044,Procurement requirement 44,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75316,75316,55316,"Procurement end-to-end scenario 316 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1045,Procurement requirement 45,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75317,75317,55317,"Procurement end-to-end scenario 317 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1045,Procurement requirement 45,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75318,75318,55318,"Procurement end-to-end scenario 318 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1045,Procurement requirement 45,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75319,75319,55319,"Procurement end-to-end scenario 319 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1045,Procurement requirement 45,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75320,75320,55320,"Procurement end-to-end scenario 320 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1045,Procurement requirement 45,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75321,75321,55321,"Procurement end-to-end scenario 321 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1045,Procurement requirement 45,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75322,75322,55322,"Procurement end-to-end scenario 322 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1045,Procurement requirement 45,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75323,75323,55323,"Procurement end-to-end scenario 323 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1046,Procurement requirement 46,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75324,75324,55324,"Procurement end-to-end scenario 324 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1046,Procurement requirement 46,
GC SAP Upgrade / QC1 / Procurement / Team MM,TR-75325,75325,55325,"Procurement end-to-end scenario 325 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Procurement,REQ-1046,Procurement requirement 46,
